Region,Code,Name,CC Adult Open_43801,CC Adult Occ_43801,Occupancy rate_43801,CC Adult Open_43802,CC Adult Occ_43802,Occupancy rate_43802,CC Adult Open_43803,CC Adult Occ_43803,Occupancy rate_43803,CC Adult Open_43804,CC Adult Occ_43804,Occupancy rate_43804,CC Adult Open_43805,CC Adult Occ_43805,Occupancy rate_43805,CC Adult Open_43806,CC Adult Occ_43806,Occupancy rate_43806,CC Adult Open_43807,CC Adult Occ_43807,Occupancy rate_43807,CC Adult Open_43808,CC Adult Occ_43808,Occupancy rate_43808,CC Adult Open_43809,CC Adult Occ_43809,Occupancy rate_43809,CC Adult Open_43810,CC Adult Occ_43810,Occupancy rate_43810,CC Adult Open_43811,CC Adult Occ_43811,Occupancy rate_43811,CC Adult Open_43812,CC Adult Occ_43812,Occupancy rate_43812,CC Adult Open_43813,CC Adult Occ_43813,Occupancy rate_43813,CC Adult Open_43814,CC Adult Occ_43814,Occupancy rate_43814,CC Adult Open_43815,CC Adult Occ_43815,Occupancy rate_43815,CC Adult Open_43816,CC Adult Occ_43816,Occupancy rate_43816,CC Adult Open_43817,CC Adult Occ_43817,Occupancy rate_43817,CC Adult Open_43818,CC Adult Occ_43818,Occupancy rate_43818,CC Adult Open_43819,CC Adult Occ_43819,Occupancy rate_43819,CC Adult Open_43820,CC Adult Occ_43820,Occupancy rate_43820,CC Adult Open_43821,CC Adult Occ_43821,Occupancy rate_43821,CC Adult Open_43822,CC Adult Occ_43822,Occupancy rate_43822,CC Adult Open_43823,CC Adult Occ_43823,Occupancy rate_43823,CC Adult Open_43824,CC Adult Occ_43824,Occupancy rate_43824,CC Adult Open_43825,CC Adult Occ_43825,Occupancy rate_43825,CC Adult Open_43826,CC Adult Occ_43826,Occupancy rate_43826,CC Adult Open_43827,CC Adult Occ_43827,Occupancy rate_43827,CC Adult Open_43828,CC Adult Occ_43828,Occupancy rate_43828,CC Adult Open_43829,CC Adult Occ_43829,Occupancy rate_43829,CC Adult Open_43830,CC Adult Occ_43830,Occupancy rate_43830,CC Adult Open_43831,CC Adult Occ_43831,Occupancy rate_43831,CC Adult Open_43832,CC Adult Occ_43832,Occupancy rate_43832,CC Adult Open_43833,CC Adult Occ_43833,Occupancy rate_43833,CC Adult Open_43834,CC Adult Occ_43834,Occupancy rate_43834,CC Adult Open_43835,CC Adult Occ_43835,Occupancy rate_43835,CC Adult Open_43836,CC Adult Occ_43836,Occupancy rate_43836,CC Adult Open_43837,CC Adult Occ_43837,Occupancy rate_43837,CC Adult Open_43838,CC Adult Occ_43838,Occupancy rate_43838,CC Adult Open_43839,CC Adult Occ_43839,Occupancy rate_43839,CC Adult Open_43840,CC Adult Occ_43840,Occupancy rate_43840,CC Adult Open_43841,CC Adult Occ_43841,Occupancy rate_43841,CC Adult Open_43842,CC Adult Occ_43842,Occupancy rate_43842,CC Adult Open_43843,CC Adult Occ_43843,Occupancy rate_43843,CC Adult Open_43844,CC Adult Occ_43844,Occupancy rate_43844,CC Adult Open_43845,CC Adult Occ_43845,Occupancy rate_43845,CC Adult Open_43846,CC Adult Occ_43846,Occupancy rate_43846,CC Adult Open_43847,CC Adult Occ_43847,Occupancy rate_43847,CC Adult Open_43848,CC Adult Occ_43848,Occupancy rate_43848,CC Adult Open_43849,CC Adult Occ_43849,Occupancy rate_43849,CC Adult Open_43850,CC Adult Occ_43850,Occupancy rate_43850,CC Adult Open_43851,CC Adult Occ_43851,Occupancy rate_43851,CC Adult Open_43852,CC Adult Occ_43852,Occupancy rate_43852,CC Adult Open_43853,CC Adult Occ_43853,Occupancy rate_43853,CC Adult Open_43854,CC Adult Occ_43854,Occupancy rate_43854,CC Adult Open_43855,CC Adult Occ_43855,Occupancy rate_43855,CC Adult Open_43856,CC Adult Occ_43856,Occupancy rate_43856,CC Adult Open_43857,CC Adult Occ_43857,Occupancy rate_43857,CC Adult Open_43858,CC Adult Occ_43858,Occupancy rate_43858,CC Adult Open_43859,CC Adult Occ_43859,Occupancy rate_43859,CC Adult Open_43860,CC Adult Occ_43860,Occupancy rate_43860,CC Adult Open_43861,CC Adult Occ_43861,Occupancy rate_43861,CC Adult Open_43862,CC Adult Occ_43862,Occupancy rate_43862,CC Adult Open_43863,CC Adult Occ_43863,Occupancy rate_43863,CC Adult Open_43864,CC Adult Occ_43864,Occupancy rate_43864,CC Adult Open_43865,CC Adult Occ_43865,Occupancy rate_43865,CC Adult Open_43866,CC Adult Occ_43866,Occupancy rate_43866,CC Adult Open_43867,CC Adult Occ_43867,Occupancy rate_43867,CC Adult Open_43868,CC Adult Occ_43868,Occupancy rate_43868,CC Adult Open_43869,CC Adult Occ_43869,Occupancy rate_43869,CC Adult Open_43870,CC Adult Occ_43870,Occupancy rate_43870,CC Adult Open_43871,CC Adult Occ_43871,Occupancy rate_43871,CC Adult Open_43872,CC Adult Occ_43872,Occupancy rate_43872,CC Adult Open_43873,CC Adult Occ_43873,Occupancy rate_43873,CC Adult Open_43874,CC Adult Occ_43874,Occupancy rate_43874,CC Adult Open_43875,CC Adult Occ_43875,Occupancy rate_43875,CC Adult Open_43876,CC Adult Occ_43876,Occupancy rate_43876,CC Adult Open_43877,CC Adult Occ_43877,Occupancy rate_43877,CC Adult Open_43878,CC Adult Occ_43878,Occupancy rate_43878,CC Adult Open_43879,CC Adult Occ_43879,Occupancy rate_43879,CC Adult Open_43880,CC Adult Occ_43880,Occupancy rate_43880,CC Adult Open_43881,CC Adult Occ_43881,Occupancy rate_43881,CC Adult Open_43882,CC Adult Occ_43882,Occupancy rate_43882,CC Adult Open_43883,CC Adult Occ_43883,Occupancy rate_43883,CC Adult Open_43884,CC Adult Occ_43884,Occupancy rate_43884,CC Adult Open_43885,CC Adult Occ_43885,Occupancy rate_43885,CC Adult Open_43886,CC Adult Occ_43886,Occupancy rate_43886,CC Adult Open_43887,CC Adult Occ_43887,Occupancy rate_43887,CC Adult Open_43888,CC Adult Occ_43888,Occupancy rate_43888,CC Adult Open_43889,CC Adult Occ_43889,Occupancy rate_43889,CC Adult Open_43890,CC Adult Occ_43890,Occupancy rate_43890,CC Adult Open_43891,CC Adult Occ_43891,Occupancy rate_43891
North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,15,13,86.70%,15,15,100.00%,15,13,86.70%,16,16,100.00%,15,15,100.00%,15,10,66.70%,15,13,86.70%,15,14,93.30%,15,15,100.00%,15,14,93.30%,15,14,93.30%,15,14,93.30%,15,15,100.00%,15,11,73.30%,15,11,73.30%,15,13,86.70%,15,12,80.00%,15,13,86.70%,15,13,86.70%,15,9,60.00%,15,10,66.70%,15,10,66.70%,15,10,66.70%,15,9,60.00%,15,8,53.30%,15,12,80.00%,15,11,73.30%,15,13,86.70%,15,11,73.30%,15,12,80.00%,15,14,93.30%,16,16,100.00%,16,16,100.00%,15,13,86.70%,15,15,100.00%,15,14,93.30%,15,13,86.70%,16,16,100.00%,15,14,93.30%,15,13,86.70%,15,11,73.30%,15,13,86.70%,15,14,93.30%,15,14,93.30%,15,15,100.00%,15,12,80.00%,15,9,60.00%,15,9,60.00%,15,9,60.00%,15,9,60.00%,15,8,53.30%,15,8,53.30%,15,7,46.70%,15,10,66.70%,15,13,86.70%,15,11,73.30%,15,10,66.70%,15,10,66.70%,15,13,86.70%,15,13,86.70%,15,12,80.00%,15,13,86.70%,15,12,80.00%,15,9,60.00%,15,11,73.30%,15,9,60.00%,15,9,60.00%,15,8,53.30%,15,9,60.00%,15,9,60.00%,15,8,53.30%,15,11,73.30%,15,7,46.70%,15,8,53.30%,15,10,66.70%,15,11,73.30%,15,7,46.70%,15,8,53.30%,15,10,66.70%,15,11,73.30%,15,12,80.00%,15,9,60.00%,15,8,53.30%,15,9,60.00%,15,10,66.70%,15,9,60.00%,15,9,60.00%,15,12,80.00%,15,13,86.70%,15,11,73.30%,15,11,73.30%
North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,118,98,83.10%,118,99,83.90%,118,103,87.30%,118,100,84.70%,108,91,84.30%,108,83,76.90%,118,82,69.50%,118,93,78.80%,118,99,83.90%,118,93,78.80%,118,94,79.70%,108,92,85.20%,108,81,75.00%,118,82,69.50%,118,97,82.20%,118,93,78.80%,118,97,82.20%,118,97,82.20%,108,86,79.60%,108,82,75.90%,118,82,69.50%,118,87,73.70%,118,87,73.70%,118,83,70.30%,118,76,64.40%,108,86,79.60%,108,81,75.00%,118,75,63.60%,118,87,73.70%,118,96,81.40%,118,73,61.90%,118,79,66.90%,108,83,76.90%,108,77,71.30%,118,78,66.10%,118,87,73.70%,118,96,81.40%,118,94,79.70%,118,97,82.20%,108,64,59.30%,108,70,64.80%,118,81,68.60%,118,96,81.40%,118,91,77.10%,118,96,81.40%,118,91,77.10%,108,85,78.70%,108,66,61.10%,118,80,67.80%,118,88,74.60%,118,92,78.00%,118,86,72.90%,118,91,77.10%,108,96,88.90%,108,87,80.60%,118,85,72.00%,118,95,80.50%,118,91,77.10%,118,99,83.90%,118,88,74.60%,108,82,75.90%,108,72,66.70%,118,74,62.70%,118,86,72.90%,118,83,70.30%,118,85,72.00%,118,90,76.30%,108,84,77.80%,108,84,77.80%,118,76,64.40%,118,85,72.00%,118,93,78.80%,118,90,76.30%,118,86,72.90%,108,85,78.70%,108,72,66.70%,118,74,62.70%,118,87,73.70%,118,92,78.00%,118,100,84.70%,118,88,74.60%,108,86,79.60%,108,72,66.70%,118,66,55.90%,118,68,57.60%,118,69,58.50%,118,96,81.40%,118,89,75.40%,108,77,71.30%,108,68,63.00%,118,75,63.60%
North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,54,48,88.90%,57,50,87.70%,61,53,86.90%,61,52,85.20%,57,50,87.70%,53,46,86.80%,55,52,94.50%,60,52,86.70%,60,54,90.00%,64,56,87.50%,62,56,90.30%,60,55,91.70%,57,47,82.50%,59,43,72.90%,61,51,83.60%,61,56,91.80%,63,53,84.10%,63,54,85.70%,61,58,95.10%,58,54,93.10%,57,51,89.50%,61,50,82.00%,61,50,82.00%,58,49,84.50%,57,49,86.00%,59,48,81.40%,60,47,78.30%,56,43,76.80%,61,51,83.60%,62,57,91.90%,62,56,90.30%,63,50,79.40%,64,54,84.40%,60,55,91.70%,60,51,85.00%,61,56,91.80%,62,52,83.90%,63,56,88.90%,61,56,91.80%,66,59,89.40%,61,55,90.20%,59,53,89.80%,62,58,93.50%,65,62,95.40%,65,59,90.80%,64,55,85.90%,65,52,80.00%,61,51,83.60%,59,52,88.10%,60,53,88.30%,62,53,85.50%,63,51,81.00%,62,55,88.70%,64,54,84.40%,59,51,86.40%,57,48,84.20%,60,51,85.00%,64,51,79.70%,64,54,84.40%,64,58,90.60%,65,56,86.20%,61,50,82.00%,59,51,86.40%,62,57,91.90%,64,56,87.50%,64,59,92.20%,65,60,92.30%,64,61,95.30%,63,53,84.10%,58,54,93.10%,61,56,91.80%,63,57,90.50%,64,55,85.90%,64,58,90.60%,65,58,89.20%,57,53,93.00%,57,51,89.50%,61,52,85.20%,61,50,82.00%,63,54,85.70%,63,55,87.30%,59,54,91.50%,58,49,84.50%,61,46,75.40%,61,46,75.40%,60,49,81.70%,62,57,91.90%,64,60,93.80%,64,58,90.60%,59,54,91.50%,59,46,78.00%
North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,24,22,91.70%,24,21,87.50%,24,18,75.00%,24,17,70.80%,24,16,66.70%,24,16,66.70%,24,18,75.00%,24,18,75.00%,24,18,75.00%,24,16,66.70%,24,17,70.80%,24,16,66.70%,24,12,50.00%,24,16,66.70%,24,19,79.20%,24,16,66.70%,24,14,58.30%,24,14,58.30%,24,16,66.70%,24,13,54.20%,24,14,58.30%,24,16,66.70%,24,9,37.50%,24,10,41.70%,24,12,50.00%,24,14,58.30%,24,14,58.30%,24,14,58.30%,24,19,79.20%,24,15,62.50%,24,19,79.20%,24,17,70.80%,24,13,54.20%,24,9,37.50%,24,14,58.30%,24,15,62.50%,24,14,58.30%,24,13,54.20%,24,12,50.00%,24,10,41.70%,24,11,45.80%,24,11,45.80%,24,13,54.20%,24,15,62.50%,24,14,58.30%,24,13,54.20%,24,18,75.00%,24,16,66.70%,24,12,50.00%,24,16,66.70%,24,10,41.70%,24,13,54.20%,24,14,58.30%,24,13,54.20%,24,13,54.20%,24,11,45.80%,24,12,50.00%,24,12,50.00%,24,15,62.50%,24,16,66.70%,24,13,54.20%,24,13,54.20%,24,16,66.70%,24,15,62.50%,24,16,66.70%,24,16,66.70%,24,15,62.50%,24,14,58.30%,24,12,50.00%,24,12,50.00%,24,10,41.70%,24,10,41.70%,24,9,37.50%,24,10,41.70%,24,10,41.70%,24,12,50.00%,24,15,62.50%,24,9,37.50%,24,12,50.00%,24,15,62.50%,24,16,66.70%,24,15,62.50%,24,16,66.70%,24,15,62.50%,24,16,66.70%,24,15,62.50%,24,15,62.50%,24,12,50.00%,24,12,50.00%,24,11,45.80%,24,14,58.30%
North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,86,65,75.60%,86,64,74.40%,86,65,75.60%,86,69,80.20%,86,60,69.80%,86,52,60.50%,86,53,61.60%,86,66,76.70%,86,73,84.90%,86,69,80.20%,86,62,72.10%,86,68,79.10%,86,61,70.90%,86,57,66.30%,86,67,77.90%,86,70,81.40%,86,72,83.70%,86,69,80.20%,86,55,64.00%,86,55,64.00%,86,53,61.60%,86,57,66.30%,86,55,64.00%,86,57,66.30%,86,60,69.80%,86,62,72.10%,86,60,69.80%,86,55,64.00%,86,59,68.60%,86,54,62.80%,86,57,66.30%,86,59,68.60%,86,65,75.60%,86,59,68.60%,86,56,65.10%,85,59,69.40%,85,60,70.60%,85,59,69.40%,85,63,74.10%,85,62,72.90%,85,63,74.10%,86,61,70.90%,86,70,81.40%,86,71,82.60%,86,65,75.60%,86,73,84.90%,86,73,84.90%,86,66,76.70%,86,62,72.10%,86,65,75.60%,86,66,76.70%,86,71,82.60%,86,71,82.60%,86,63,73.30%,86,62,72.10%,86,60,69.80%,86,60,69.80%,86,60,69.80%,86,57,66.30%,86,62,72.10%,86,61,70.90%,86,58,67.40%,86,56,65.10%,86,69,80.20%,86,67,77.90%,86,67,77.90%,86,70,81.40%,86,73,84.90%,86,61,70.90%,86,57,66.30%,86,64,74.40%,86,74,86.00%,86,67,77.90%,86,65,75.60%,86,73,84.90%,86,64,74.40%,86,59,68.60%,86,59,68.60%,86,60,69.80%,86,60,69.80%,86,64,74.40%,86,67,77.90%,86,58,67.40%,86,49,57.00%,86,56,65.10%,86,64,74.40%,86,52,60.50%,86,61,70.90%,86,62,72.10%,86,60,69.80%,86,62,72.10%
North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,14,10,71.40%,14,7,50.00%,14,10,71.40%,14,11,78.60%,14,11,78.60%,14,12,85.70%,14,11,78.60%,14,11,78.60%,14,11,78.60%,14,9,64.30%,14,9,64.30%,14,10,71.40%,14,8,57.10%,14,9,64.30%,14,10,71.40%,14,12,85.70%,14,10,71.40%,14,10,71.40%,14,9,64.30%,14,9,64.30%,14,9,64.30%,14,9,64.30%,14,10,71.40%,14,10,71.40%,14,11,78.60%,14,10,71.40%,14,10,71.40%,14,10,71.40%,14,11,78.60%,14,10,71.40%,14,10,71.40%,14,10,71.40%,14,11,78.60%,14,11,78.60%,14,12,85.70%,14,12,85.70%,14,14,100.00%,14,12,85.70%,14,13,92.90%,14,13,92.90%,14,11,78.60%,14,11,78.60%,14,12,85.70%,14,9,64.30%,14,10,71.40%,14,12,85.70%,14,12,85.70%,14,13,92.90%,14,13,92.90%,14,13,92.90%,14,12,85.70%,14,12,85.70%,14,13,92.90%,14,9,64.30%,14,12,85.70%,14,12,85.70%,14,11,78.60%,14,13,92.90%,14,9,64.30%,14,10,71.40%,14,10,71.40%,14,10,71.40%,14,7,50.00%,14,8,57.10%,14,9,64.30%,14,11,78.60%,14,8,57.10%,14,8,57.10%,14,11,78.60%,14,11,78.60%,14,9,64.30%,14,10,71.40%,14,9,64.30%,14,9,64.30%,14,8,57.10%,14,8,57.10%,14,10,71.40%,14,11,78.60%,14,9,64.30%,14,11,78.60%,14,10,71.40%,14,10,71.40%,14,9,64.30%,14,9,64.30%,14,11,78.60%,14,11,78.60%,14,11,78.60%,14,12,85.70%,14,11,78.60%,14,10,71.40%,14,11,78.60%
North East and Yorkshire Commissioning Region,RCB,York Teaching Hospital NHS Foundation Trust,19,13,68.40%,19,15,78.90%,19,18,94.70%,19,18,94.70%,19,18,94.70%,19,15,78.90%,19,15,78.90%,19,18,94.70%,19,18,94.70%,19,18,94.70%,19,18,94.70%,19,17,89.50%,19,18,94.70%,19,17,89.50%,19,17,89.50%,19,18,94.70%,19,17,89.50%,19,14,73.70%,19,16,84.20%,19,15,78.90%,19,14,73.70%,19,13,68.40%,19,13,68.40%,19,17,89.50%,19,16,84.20%,19,17,89.50%,19,16,84.20%,19,15,78.90%,19,15,78.90%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,16,84.20%,19,16,84.20%,19,18,94.70%,19,18,94.70%,19,19,100.00%,19,18,94.70%,19,18,94.70%,19,13,68.40%,19,14,73.70%,19,15,78.90%,19,18,94.70%,19,18,94.70%,19,17,89.50%,19,19,100.00%,19,17,89.50%,19,18,94.70%,19,18,94.70%,19,18,94.70%,19,17,89.50%,19,16,84.20%,19,15,78.90%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,17,89.50%,19,16,84.20%,19,16,84.20%,19,16,84.20%,19,17,89.50%,19,15,78.90%,19,15,78.90%,19,17,89.50%,19,18,94.70%,19,16,84.20%,19,18,94.70%,19,18,94.70%,19,17,89.50%,19,16,84.20%,19,18,94.70%,19,16,84.20%,19,16,84.20%,19,16,84.20%,19,18,94.70%,19,15,78.90%,19,16,84.20%,19,17,89.50%,19,17,89.50%,19,13,68.40%,19,17,89.50%,19,18,94.70%,19,19,100.00%,19,17,89.50%,19,16,84.20%,19,14,73.70%,19,14,73.70%
North West Of England Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
North West Of England Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,34,28,82.40%,34,25,73.50%,34,27,79.40%,34,31,91.20%,34,29,85.30%,34,26,76.50%,34,23,67.60%,34,26,76.50%,34,29,85.30%,34,31,91.20%,34,29,85.30%,34,24,70.60%,34,21,61.80%,34,22,64.70%,34,28,82.40%,34,30,88.20%,34,29,85.30%,34,31,91.20%,34,30,88.20%,34,25,73.50%,34,22,64.70%,34,24,70.60%,34,22,64.70%,34,24,70.60%,34,20,58.80%,34,24,70.60%,34,22,64.70%,34,24,70.60%,34,26,76.50%,34,27,79.40%,34,29,85.30%,34,32,94.10%,34,31,91.20%,34,32,94.10%,34,27,79.40%,34,27,79.40%,34,26,76.50%,34,28,82.40%,34,31,91.20%,34,30,88.20%,34,29,85.30%,34,28,82.40%,34,31,91.20%,34,30,88.20%,34,28,82.40%,34,27,79.40%,34,30,88.20%,34,25,73.50%,34,20,58.80%,34,27,79.40%,34,27,79.40%,34,30,88.20%,34,31,91.20%,34,26,76.50%,34,19,55.90%,34,24,70.60%,34,28,82.40%,34,25,73.50%,34,30,88.20%,34,31,91.20%,34,26,76.50%,34,20,58.80%,34,22,64.70%,34,29,85.30%,34,28,82.40%,34,29,85.30%,34,27,79.40%,34,27,79.40%,34,25,73.50%,34,21,61.80%,34,24,70.60%,34,23,67.60%,34,27,79.40%,34,27,79.40%,34,25,73.50%,34,23,67.60%,34,24,70.60%,34,28,82.40%,34,29,85.30%,34,32,94.10%,34,32,94.10%,34,30,88.20%,34,26,76.50%,34,24,70.60%,34,29,85.30%,34,32,94.10%,34,33,97.10%,34,31,91.20%,34,30,88.20%,34,30,88.20%,34,29,85.30%
North West Of England Commissioning Region,RMC,Bolton NHS Foundation Trust,18,16,88.90%,18,17,94.40%,18,16,88.90%,18,15,83.30%,18,16,88.90%,18,17,94.40%,18,16,88.90%,18,17,94.40%,18,16,88.90%,18,15,83.30%,18,16,88.90%,18,15,83.30%,18,12,66.70%,18,14,77.80%,18,14,77.80%,18,11,61.10%,18,12,66.70%,18,15,83.30%,18,14,77.80%,18,16,88.90%,18,14,77.80%,18,16,88.90%,18,14,77.80%,18,13,72.20%,18,13,72.20%,18,15,83.30%,18,11,61.10%,18,12,66.70%,18,14,77.80%,18,15,83.30%,18,15,83.30%,18,17,94.40%,18,16,88.90%,18,17,94.40%,18,15,83.30%,18,16,88.90%,18,15,83.30%,18,17,94.40%,18,17,94.40%,18,14,77.80%,18,15,83.30%,18,12,66.70%,18,13,72.20%,18,16,88.90%,18,15,83.30%,18,15,83.30%,18,17,94.40%,18,15,83.30%,18,18,100.00%,18,18,100.00%,18,18,100.00%,18,16,88.90%,18,17,94.40%,18,17,94.40%,18,17,94.40%,18,15,83.30%,18,17,94.40%,18,17,94.40%,18,16,88.90%,18,16,88.90%,18,14,77.80%,18,15,83.30%,18,12,66.70%,18,14,77.80%,18,17,94.40%,18,13,72.20%,18,15,83.30%,18,14,77.80%,18,14,77.80%,18,13,72.20%,18,15,83.30%,18,13,72.20%,18,15,83.30%,18,14,77.80%,18,13,72.20%,18,16,88.90%,18,16,88.90%,18,15,83.30%,18,17,94.40%,18,16,88.90%,18,15,83.30%,18,16,88.90%,18,17,94.40%,18,17,94.40%,18,18,100.00%,18,15,83.30%,18,16,88.90%,18,17,94.40%,18,14,77.80%,18,13,72.20%,18,16,88.90%
North West Of England Commissioning Region,RJR,Countess of Chester Hospital NHS Foundation Trust,15,13,86.70%,15,13,86.70%,15,11,73.30%,15,13,86.70%,15,10,66.70%,15,9,60.00%,15,6,40.00%,15,8,53.30%,15,9,60.00%,15,11,73.30%,15,14,93.30%,15,12,80.00%,15,12,80.00%,15,13,86.70%,15,15,100.00%,15,11,73.30%,15,15,100.00%,15,14,93.30%,15,12,80.00%,15,12,80.00%,15,13,86.70%,15,11,73.30%,15,12,80.00%,15,14,93.30%,15,14,93.30%,15,13,86.70%,15,13,86.70%,15,15,100.00%,15,15,100.00%,15,13,86.70%,15,14,93.30%,15,11,73.30%,15,12,80.00%,15,11,73.30%,15,11,73.30%,15,13,86.70%,15,14,93.30%,15,11,73.30%,15,11,73.30%,15,13,86.70%,15,14,93.30%,15,14,93.30%,15,13,86.70%,15,14,93.30%,15,12,80.00%,15,11,73.30%,15,10,66.70%,15,10,66.70%,15,10,66.70%,15,11,73.30%,15,12,80.00%,15,13,86.70%,15,11,73.30%,15,13,86.70%,15,12,80.00%,15,13,86.70%,15,13,86.70%,15,9,60.00%,15,10,66.70%,15,11,73.30%,15,9,60.00%,15,10,66.70%,15,10,66.70%,15,10,66.70%,15,12,80.00%,15,14,93.30%,15,14,93.30%,15,11,73.30%,15,13,86.70%,15,14,93.30%,15,14,93.30%,15,10,66.70%,15,7,46.70%,15,13,86.70%,15,14,93.30%,15,14,93.30%,15,13,86.70%,15,12,80.00%,15,10,66.70%,15,10,66.70%,15,11,73.30%,15,10,66.70%,15,9,60.00%,15,9,60.00%,15,10,66.70%,15,12,80.00%,15,14,93.30%,15,10,66.70%,15,10,66.70%,15,11,73.30%,15,11,73.30%
North West Of England Commissioning Region,RJN,East Cheshire NHS Trust,6,6,100.00%,6,5,83.30%,6,5,83.30%,6,5,83.30%,6,4,66.70%,6,5,83.30%,6,4,66.70%,6,3,50.00%,6,2,33.30%,6,1,16.70%,6,1,16.70%,6,3,50.00%,6,4,66.70%,6,5,83.30%,6,5,83.30%,6,5,83.30%,6,5,83.30%,6,5,83.30%,6,5,83.30%,6,4,66.70%,6,4,66.70%,6,5,83.30%,6,3,50.00%,6,2,33.30%,6,4,66.70%,6,4,66.70%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,4,66.70%,6,4,66.70%,6,5,83.30%,7,5,71.40%,7,4,57.10%,6,5,83.30%,6,5,83.30%,6,6,100.00%,6,6,100.00%,6,5,83.30%,6,6,100.00%,6,6,100.00%,6,6,100.00%,6,6,100.00%,6,6,100.00%,7,7,100.00%,7,7,100.00%,7,7,100.00%,7,6,85.70%,0,0,-,6,5,83.30%,6,6,100.00%,7,7,100.00%,6,6,100.00%,6,5,83.30%,6,4,66.70%,6,4,66.70%,6,4,66.70%,6,5,83.30%,6,6,100.00%,6,5,83.30%,6,4,66.70%,6,4,66.70%,6,2,33.30%,6,3,50.00%,6,3,50.00%,6,5,83.30%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,4,66.70%,6,5,83.30%,6,4,66.70%,6,5,83.30%,6,5,83.30%,6,4,66.70%,6,4,66.70%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,1,16.70%,6,2,33.30%,6,2,33.30%,6,3,50.00%,6,3,50.00%,6,3,50.00%,6,2,33.30%,6,2,33.30%,6,2,33.30%
