Code,Name,CC Adult Open_43437,CC Adult Occ_43437,Occupancy rate_43437,CC Adult Open_43438,CC Adult Occ_43438,Occupancy rate_43438,CC Adult Open_43439,CC Adult Occ_43439,Occupancy rate_43439,CC Adult Open_43440,CC Adult Occ_43440,Occupancy rate_43440,CC Adult Open_43441,CC Adult Occ_43441,Occupancy rate_43441,CC Adult Open_43442,CC Adult Occ_43442,Occupancy rate_43442,CC Adult Open_43443,CC Adult Occ_43443,Occupancy rate_43443,CC Adult Open_43444,CC Adult Occ_43444,Occupancy rate_43444,CC Adult Open_43445,CC Adult Occ_43445,Occupancy rate_43445,CC Adult Open_43446,CC Adult Occ_43446,Occupancy rate_43446,CC Adult Open_43447,CC Adult Occ_43447,Occupancy rate_43447,CC Adult Open_43448,CC Adult Occ_43448,Occupancy rate_43448,CC Adult Open_43449,CC Adult Occ_43449,Occupancy rate_43449,CC Adult Open_43450,CC Adult Occ_43450,Occupancy rate_43450,CC Adult Open_43451,CC Adult Occ_43451,Occupancy rate_43451,CC Adult Open_43452,CC Adult Occ_43452,Occupancy rate_43452,CC Adult Open_43453,CC Adult Occ_43453,Occupancy rate_43453,CC Adult Open_43454,CC Adult Occ_43454,Occupancy rate_43454,CC Adult Open_43455,CC Adult Occ_43455,Occupancy rate_43455,CC Adult Open_43456,CC Adult Occ_43456,Occupancy rate_43456,CC Adult Open_43457,CC Adult Occ_43457,Occupancy rate_43457,CC Adult Open_43458,CC Adult Occ_43458,Occupancy rate_43458,CC Adult Open_43459,CC Adult Occ_43459,Occupancy rate_43459,CC Adult Open_43460,CC Adult Occ_43460,Occupancy rate_43460,CC Adult Open_43461,CC Adult Occ_43461,Occupancy rate_43461,CC Adult Open_43462,CC Adult Occ_43462,Occupancy rate_43462,CC Adult Open_43463,CC Adult Occ_43463,Occupancy rate_43463,CC Adult Open_43464,CC Adult Occ_43464,Occupancy rate_43464,CC Adult Open_43465,CC Adult Occ_43465,Occupancy rate_43465,CC Adult Open_43466,CC Adult Occ_43466,Occupancy rate_43466,CC Adult Open_43467,CC Adult Occ_43467,Occupancy rate_43467,CC Adult Open_43468,CC Adult Occ_43468,Occupancy rate_43468,CC Adult Open_43469,CC Adult Occ_43469,Occupancy rate_43469,CC Adult Open_43470,CC Adult Occ_43470,Occupancy rate_43470,CC Adult Open_43471,CC Adult Occ_43471,Occupancy rate_43471,CC Adult Open_43472,CC Adult Occ_43472,Occupancy rate_43472,CC Adult Open_43473,CC Adult Occ_43473,Occupancy rate_43473,CC Adult Open_43474,CC Adult Occ_43474,Occupancy rate_43474,CC Adult Open_43475,CC Adult Occ_43475,Occupancy rate_43475,CC Adult Open_43476,CC Adult Occ_43476,Occupancy rate_43476,CC Adult Open_43477,CC Adult Occ_43477,Occupancy rate_43477,CC Adult Open_43478,CC Adult Occ_43478,Occupancy rate_43478,CC Adult Open_43479,CC Adult Occ_43479,Occupancy rate_43479,CC Adult Open_43480,CC Adult Occ_43480,Occupancy rate_43480,CC Adult Open_43481,CC Adult Occ_43481,Occupancy rate_43481,CC Adult Open_43482,CC Adult Occ_43482,Occupancy rate_43482,CC Adult Open_43483,CC Adult Occ_43483,Occupancy rate_43483,CC Adult Open_43484,CC Adult Occ_43484,Occupancy rate_43484,CC Adult Open_43485,CC Adult Occ_43485,Occupancy rate_43485,CC Adult Open_43486,CC Adult Occ_43486,Occupancy rate_43486,CC Adult Open_43487,CC Adult Occ_43487,Occupancy rate_43487,CC Adult Open_43488,CC Adult Occ_43488,Occupancy rate_43488,CC Adult Open_43489,CC Adult Occ_43489,Occupancy rate_43489,CC Adult Open_43490,CC Adult Occ_43490,Occupancy rate_43490,CC Adult Open_43491,CC Adult Occ_43491,Occupancy rate_43491,CC Adult Open_43492,CC Adult Occ_43492,Occupancy rate_43492,CC Adult Open_43493,CC Adult Occ_43493,Occupancy rate_43493,CC Adult Open_43494,CC Adult Occ_43494,Occupancy rate_43494,CC Adult Open_43495,CC Adult Occ_43495,Occupancy rate_43495,CC Adult Open_43496,CC Adult Occ_43496,Occupancy rate_43496,CC Adult Open_43497,CC Adult Occ_43497,Occupancy rate_43497,CC Adult Open_43498,CC Adult Occ_43498,Occupancy rate_43498,CC Adult Open_43499,CC Adult Occ_43499,Occupancy rate_43499,CC Adult Open_43500,CC Adult Occ_43500,Occupancy rate_43500,CC Adult Open_43501,CC Adult Occ_43501,Occupancy rate_43501,CC Adult Open_43502,CC Adult Occ_43502,Occupancy rate_43502,CC Adult Open_43503,CC Adult Occ_43503,Occupancy rate_43503,CC Adult Open_43504,CC Adult Occ_43504,Occupancy rate_43504,CC Adult Open_43505,CC Adult Occ_43505,Occupancy rate_43505,CC Adult Open_43506,CC Adult Occ_43506,Occupancy rate_43506,CC Adult Open_43507,CC Adult Occ_43507,Occupancy rate_43507,CC Adult Open_43508,CC Adult Occ_43508,Occupancy rate_43508,CC Adult Open_43509,CC Adult Occ_43509,Occupancy rate_43509,CC Adult Open_43510,CC Adult Occ_43510,Occupancy rate_43510,CC Adult Open_43511,CC Adult Occ_43511,Occupancy rate_43511,CC Adult Open_43512,CC Adult Occ_43512,Occupancy rate_43512,CC Adult Open_43513,CC Adult Occ_43513,Occupancy rate_43513,CC Adult Open_43514,CC Adult Occ_43514,Occupancy rate_43514,CC Adult Open_43515,CC Adult Occ_43515,Occupancy rate_43515,CC Adult Open_43516,CC Adult Occ_43516,Occupancy rate_43516,CC Adult Open_43517,CC Adult Occ_43517,Occupancy rate_43517,CC Adult Open_43518,CC Adult Occ_43518,Occupancy rate_43518,CC Adult Open_43519,CC Adult Occ_43519,Occupancy rate_43519,CC Adult Open_43520,CC Adult Occ_43520,Occupancy rate_43520,CC Adult Open_43521,CC Adult Occ_43521,Occupancy rate_43521,CC Adult Open_43522,CC Adult Occ_43522,Occupancy rate_43522,CC Adult Open_43523,CC Adult Occ_43523,Occupancy rate_43523,CC Adult Open_43524,CC Adult Occ_43524,Occupancy rate_43524,CC Adult Open_43525,CC Adult Occ_43525,Occupancy rate_43525,CC Adult Open_43526,CC Adult Occ_43526,Occupancy rate_43526,CC Adult Open_43527,CC Adult Occ_43527,Occupancy rate_43527
RWA,Hull and East Yorkshire Hospitals NHS Trust,44,31,70.5%,44,40,90.9%,44,38,86.4%,44,38,86.4%,44,36,81.8%,44,32,72.7%,44,25,56.8%,44,36,81.8%,44,34,77.3%,44,37,84.1%,44,33,75.0%,44,26,59.1%,44,28,63.6%,44,19,43.2%,44,27,61.4%,44,35,79.5%,44,36,81.8%,44,38,86.4%,44,36,81.8%,44,30,68.2%,44,25,56.8%,44,24,54.5%,44,26,59.1%,44,31,70.5%,44,32,72.7%,44,28,63.6%,44,25,56.8%,44,26,59.1%,44,35,79.5%,44,31,70.5%,44,34,77.3%,44,33,75.0%,44,35,79.5%,44,33,75.0%,44,30,68.2%,44,34,77.3%,44,33,75.0%,44,26,59.1%,44,35,79.5%,44,33,75.0%,44,28,63.6%,44,22,50.0%,44,29,65.9%,44,33,75.0%,44,33,75.0%,44,29,65.9%,44,32,72.7%,44,32,72.7%,44,29,65.9%,44,38,86.4%,44,36,81.8%,44,39,88.6%,44,39,88.6%,44,38,86.4%,44,36,81.8%,44,31,70.5%,44,37,84.1%,44,35,79.5%,44,31,70.5%,44,28,63.6%,44,27,61.4%,44,29,65.9%,44,26,59.1%,44,27,61.4%,44,29,65.9%,44,29,65.9%,44,27,61.4%,44,31,70.5%,44,22,50.0%,44,21,47.7%,44,27,61.4%,44,31,70.5%,44,34,77.3%,44,33,75.0%,44,35,79.5%,44,28,63.6%,44,23,52.3%,44,35,79.5%,44,37,84.1%,44,35,79.5%,44,34,77.3%,44,33,75.0%,44,27,61.4%,44,21,47.7%,44,25,56.8%,44,33,75.0%,44,36,81.8%,44,35,79.5%,44,28,63.6%,44,24,54.5%,44,19,43.2%
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,28,25,89.3%,28,24,85.7%,28,26,92.9%,28,24,85.7%,28,24,85.7%,28,23,82.1%,28,21,75.0%,28,25,89.3%,28,23,82.1%,28,24,85.7%,28,22,78.6%,28,24,85.7%,28,24,85.7%,28,23,82.1%,28,24,85.7%,28,24,85.7%,28,23,82.1%,28,25,89.3%,28,25,89.3%,28,25,89.3%,28,23,82.1%,28,23,82.1%,28,23,82.1%,28,22,78.6%,28,24,85.7%,28,25,89.3%,28,22,78.6%,28,23,82.1%,28,23,82.1%,28,24,85.7%,28,21,75.0%,28,23,82.1%,28,22,78.6%,28,20,71.4%,28,21,75.0%,28,22,78.6%,28,22,78.6%,28,23,82.1%,28,19,67.9%,28,22,78.6%,28,23,82.1%,28,21,75.0%,28,23,82.1%,28,23,82.1%,28,23,82.1%,28,24,85.7%,28,22,78.6%,28,22,78.6%,28,23,82.1%,28,27,96.4%,28,24,85.7%,28,26,92.9%,28,25,89.3%,28,24,85.7%,28,23,82.1%,28,20,71.4%,28,26,92.9%,28,25,89.3%,28,21,75.0%,28,23,82.1%,28,24,85.7%,28,24,85.7%,28,23,82.1%,28,26,92.9%,28,28,100.0%,28,25,89.3%,28,25,89.3%,28,23,82.1%,28,22,78.6%,28,22,78.6%,28,26,92.9%,28,24,85.7%,28,24,85.7%,28,23,82.1%,28,19,67.9%,28,18,64.3%,28,19,67.9%,28,20,71.4%,28,21,75.0%,28,21,75.0%,28,21,75.0%,28,21,75.0%,28,21,75.0%,28,23,82.1%,28,26,92.9%,28,24,85.7%,28,24,85.7%,28,26,92.9%,28,24,85.7%,28,23,82.1%,28,24,85.7%
RR8,Leeds Teaching Hospitals NHS Trust,106,81,76.4%,106,80,75.5%,106,86,81.1%,106,94,88.7%,106,88,83.0%,97,77,79.4%,97,78,80.4%,106,84,79.2%,106,82,77.4%,106,84,79.2%,106,87,82.1%,106,86,81.1%,97,84,86.6%,97,79,81.4%,106,87,82.1%,106,83,78.3%,106,84,79.2%,106,88,83.0%,106,84,79.2%,97,82,84.5%,97,82,84.5%,97,82,84.5%,97,82,84.5%,106,82,77.4%,106,78,73.6%,106,76,71.7%,97,73,75.3%,97,70,72.2%,106,79,74.5%,106,73,68.9%,106,79,74.5%,106,80,75.5%,106,84,79.2%,97,81,83.5%,97,80,82.5%,106,94,88.7%,106,94,88.7%,106,96,90.6%,106,89,84.0%,106,93,87.7%,97,86,88.7%,97,84,86.6%,106,87,82.1%,106,93,87.7%,106,92,86.8%,106,86,81.1%,106,84,79.2%,97,79,81.4%,97,81,83.5%,106,89,84.0%,106,97,91.5%,106,92,86.8%,106,85,80.2%,106,85,80.2%,97,77,79.4%,97,73,75.3%,106,81,76.4%,106,87,82.1%,106,94,88.7%,106,96,90.6%,106,97,91.5%,97,85,87.6%,97,78,80.4%,106,84,79.2%,106,86,81.1%,106,90,84.9%,106,88,83.0%,106,82,77.4%,97,79,81.4%,97,78,80.4%,106,87,82.1%,106,88,83.0%,106,80,75.5%,106,76,71.7%,106,78,73.6%,97,71,73.2%,97,78,80.4%,106,78,73.6%,106,90,84.9%,106,84,79.2%,106,82,77.4%,106,82,77.4%,97,84,86.6%,97,76,78.4%,106,78,73.6%,106,82,77.4%,106,81,76.4%,106,81,76.4%,106,81,76.4%,97,75,77.3%,97,71,73.2%
R0A,Manchester University NHS Foundation Trust,108,92,85.2%,108,98,90.7%,108,91,84.3%,108,93,86.1%,105,85,81.0%,108,89,82.4%,108,87,80.6%,108,94,87.0%,108,94,87.0%,108,96,88.9%,108,92,85.2%,108,87,80.6%,108,86,79.6%,108,84,77.8%,108,82,75.9%,108,88,81.5%,105,85,81.0%,108,87,80.6%,108,86,79.6%,108,84,77.8%,108,78,72.2%,108,78,72.2%,108,72,66.7%,103,70,68.0%,107,74,69.2%,107,78,72.9%,107,77,72.0%,107,73,68.2%,106,80,75.5%,107,79,73.8%,106,82,77.4%,106,86,81.1%,104,89,85.6%,104,83,79.8%,104,83,79.8%,105,95,90.5%,107,95,88.8%,107,91,85.0%,108,94,87.0%,107,90,84.1%,107,88,82.2%,107,87,81.3%,108,87,80.6%,108,92,85.2%,108,98,90.7%,108,96,88.9%,108,89,82.4%,108,87,80.6%,108,85,78.7%,108,88,81.5%,108,92,85.2%,108,92,85.2%,108,91,84.3%,108,90,83.3%,106,92,86.8%,107,83,77.6%,107,91,85.0%,107,88,82.2%,108,88,81.5%,100,89,89.0%,108,93,86.1%,108,85,78.7%,108,89,82.4%,108,91,84.3%,108,92,85.2%,108,89,82.4%,98,91,92.9%,108,93,86.1%,108,91,84.3%,108,87,80.6%,108,91,84.3%,108,87,80.6%,108,91,84.3%,108,92,85.2%,108,91,84.3%,107,80,74.8%,108,78,72.2%,108,81,75.0%,108,91,84.3%,108,89,82.4%,108,88,81.5%,107,83,77.6%,107,81,75.7%,107,80,74.8%,107,92,86.0%,108,89,82.4%,104,78,75.0%,108,83,76.9%,108,88,81.5%,108,81,75.0%,108,76,70.4%
RBT,Mid Cheshire Hospitals NHS Foundation Trust,11,6,54.5%,11,6,54.5%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,4,36.4%,11,5,45.5%,11,5,45.5%,11,7,63.6%,11,8,72.7%,11,8,72.7%,11,10,90.9%,11,10,90.9%,11,8,72.7%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,7,63.6%,11,9,81.8%,11,9,81.8%,11,10,90.9%,11,9,81.8%,11,8,72.7%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,10,90.9%,11,9,81.8%,11,10,90.9%,11,8,72.7%,11,10,90.9%,11,8,72.7%,11,8,72.7%,11,8,72.7%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,10,90.9%,11,11,100.0%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,6,54.5%,11,5,45.5%,11,7,63.6%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,9,81.8%,11,8,72.7%,11,10,90.9%,11,10,90.9%,11,11,100.0%,11,11,100.0%,11,10,90.9%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,9,81.8%,11,9,81.8%,11,10,90.9%,11,9,81.8%,11,8,72.7%,11,7,63.6%,11,7,63.6%
RXF,Mid Yorkshire Hospitals NHS Trust,20,13,65.0%,20,12,60.0%,20,11,55.0%,20,9,45.0%,20,12,60.0%,20,14,70.0%,20,13,65.0%,20,11,55.0%,20,9,45.0%,20,12,60.0%,20,13,65.0%,20,12,60.0%,20,7,35.0%,20,11,55.0%,20,7,35.0%,20,9,45.0%,20,6,30.0%,20,10,50.0%,20,9,45.0%,20,14,70.0%,20,11,55.0%,20,12,60.0%,20,8,40.0%,20,9,45.0%,20,11,55.0%,20,10,50.0%,20,9,45.0%,20,9,45.0%,20,13,65.0%,20,13,65.0%,20,14,70.0%,20,15,75.0%,20,16,80.0%,20,16,80.0%,20,17,85.0%,20,15,75.0%,20,13,65.0%,20,13,65.0%,20,16,80.0%,20,16,80.0%,20,16,80.0%,20,11,55.0%,20,14,70.0%,20,17,85.0%,20,12,60.0%,20,10,50.0%,20,12,60.0%,20,11,55.0%,20,9,45.0%,20,11,55.0%,20,9,45.0%,20,11,55.0%,20,8,40.0%,20,10,50.0%,20,8,40.0%,20,11,55.0%,20,14,70.0%,20,14,70.0%,20,13,65.0%,20,9,45.0%,20,9,45.0%,20,10,50.0%,20,9,45.0%,20,13,65.0%,20,8,40.0%,20,10,50.0%,20,13,65.0%,20,15,75.0%,20,12,60.0%,20,16,80.0%,20,14,70.0%,20,14,70.0%,20,17,85.0%,20,15,75.0%,20,15,75.0%,20,17,85.0%,20,16,80.0%,20,10,50.0%,20,10,50.0%,20,9,45.0%,20,11,55.0%,20,9,45.0%,20,11,55.0%,20,12,60.0%,20,13,65.0%,20,12,60.0%,20,13,65.0%,20,15,75.0%,20,15,75.0%,20,12,60.0%,20,8,40.0%
RNL,North Cumbria University Hospitals NHS Trust,15,12,80.0%,15,9,60.0%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,12,80.0%,15,10,66.7%,15,8,53.3%,15,8,53.3%,15,10,66.7%,15,11,73.3%,15,10,66.7%,15,8,53.3%,15,10,66.7%,15,10,66.7%,15,12,80.0%,15,10,66.7%,15,11,73.3%,15,14,93.3%,15,11,73.3%,15,10,66.7%,15,12,80.0%,15,9,60.0%,15,10,66.7%,15,12,80.0%,15,12,80.0%,15,10,66.7%,15,12,80.0%,15,10,66.7%,15,13,86.7%,15,14,93.3%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,10,66.7%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,14,93.3%,15,11,73.3%,15,10,66.7%,15,12,80.0%,15,13,86.7%,15,13,86.7%,15,8,53.3%,15,6,40.0%,15,9,60.0%,15,9,60.0%,15,9,60.0%,15,9,60.0%,15,12,80.0%,15,10,66.7%,15,13,86.7%,15,12,80.0%,15,12,80.0%,15,13,86.7%,16,14,87.5%,15,13,86.7%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,14,93.3%,15,14,93.3%,15,14,93.3%,15,14,93.3%,15,12,80.0%,15,14,93.3%,15,13,86.7%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,12,80.0%,15,13,86.7%,15,13,86.7%,15,13,86.7%,15,11,73.3%,15,12,80.0%,15,10,66.7%,15,11,73.3%,15,8,53.3%,15,12,80.0%,15,6,40.0%,15,10,66.7%,15,12,80.0%,15,11,73.3%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,14,93.3%,15,14,93.3%,15,13,86.7%
RVW,North Tees and Hartlepool NHS Foundation Trust,16,7,43.8%,16,9,56.3%,16,11,68.8%,16,9,56.3%,16,11,68.8%,16,10,62.5%,16,8,50.0%,16,12,75.0%,16,9,56.3%,16,10,62.5%,16,10,62.5%,16,10,62.5%,16,10,62.5%,16,12,75.0%,16,10,62.5%,16,8,50.0%,16,7,43.8%,16,11,68.8%,16,12,75.0%,16,9,56.3%,16,12,75.0%,16,12,75.0%,16,13,81.3%,16,11,68.8%,16,11,68.8%,16,10,62.5%,16,9,56.3%,16,14,87.5%,16,16,100.0%,16,14,87.5%,16,14,87.5%,16,13,81.3%,16,16,100.0%,16,15,93.8%,16,14,87.5%,16,14,87.5%,16,15,93.8%,16,13,81.3%,16,15,93.8%,16,15,93.8%,16,15,93.8%,16,16,100.0%,16,14,87.5%,16,15,93.8%,16,14,87.5%,16,16,100.0%,16,15,93.8%,16,14,87.5%,16,14,87.5%,16,15,93.8%,16,15,93.8%,16,14,87.5%,16,16,100.0%,16,15,93.8%,16,14,87.5%,16,14,87.5%,16,14,87.5%,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,11,68.8%,16,11,68.8%,16,13,81.3%,16,12,75.0%,16,13,81.3%,16,12,75.0%,16,10,62.5%,16,13,81.3%,16,14,87.5%,16,13,81.3%,16,13,81.3%,16,12,75.0%,16,13,81.3%,16,12,75.0%,16,13,81.3%,16,15,93.8%,16,15,93.8%,16,14,87.5%,16,14,87.5%,16,14,87.5%,16,14,87.5%,16,11,68.8%,16,12,75.0%,16,13,81.3%,16,11,68.8%,16,10,62.5%,16,11,68.8%,16,13,81.3%,16,8,50.0%,16,10,62.5%,16,10,62.5%
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,14,13,92.9%,14,12,85.7%,14,14,100.0%,14,12,85.7%,14,13,92.9%,14,13,92.9%,14,14,100.0%,14,12,85.7%,14,13,92.9%,14,13,92.9%,14,11,78.6%,14,13,92.9%,14,12,85.7%,14,12,85.7%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,11,78.6%,14,12,85.7%,14,12,85.7%,14,13,92.9%,14,13,92.9%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,14,100.0%,14,14,100.0%,15,15,100.0%,14,12,85.7%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,12,85.7%,14,13,92.9%,14,13,92.9%,14,11,78.6%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,13,92.9%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,13,92.9%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,13,92.9%,14,12,85.7%,14,12,85.7%,14,13,92.9%,14,11,78.6%,14,12,85.7%,14,14,100.0%,14,12,85.7%,14,11,78.6%,14,12,85.7%,14,14,100.0%,14,12,85.7%,14,12,85.7%,14,12,85.7%,14,10,71.4%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,12,85.7%,14,13,92.9%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,11,78.6%,14,13,92.9%,14,12,85.7%,14,11,78.6%,14,11,78.6%,14,13,92.9%
RTF,Northumbria Healthcare NHS Foundation Trust,15,10,66.7%,15,12,80.0%,15,10,66.7%,15,10,66.7%,15,11,73.3%,15,8,53.3%,15,11,73.3%,15,15,100.0%,15,11,73.3%,15,9,60.0%,15,11,73.3%,15,11,73.3%,15,8,53.3%,15,9,60.0%,15,8,53.3%,15,11,73.3%,15,10,66.7%,15,8,53.3%,15,9,60.0%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,10,66.7%,15,12,80.0%,15,13,86.7%,16,16,100.0%,16,16,100.0%,15,13,86.7%,15,15,100.0%,15,15,100.0%,15,12,80.0%,15,13,86.7%,15,14,93.3%,16,16,100.0%,15,15,100.0%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,14,93.3%,15,11,73.3%,15,10,66.7%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,15,100.0%,15,13,86.7%,15,13,86.7%,15,11,73.3%,15,12,80.0%,15,12,80.0%,15,15,100.0%,15,13,86.7%,15,12,80.0%,15,11,73.3%,15,14,93.3%,15,11,73.3%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,11,73.3%,15,13,86.7%,15,15,100.0%,15,11,73.3%,15,8,53.3%,15,10,66.7%,15,10,66.7%,15,10,66.7%,15,13,86.7%,15,12,80.0%,15,13,86.7%,15,10,66.7%,15,9,60.0%,15,7,46.7%,15,10,66.7%,15,12,80.0%,15,10,66.7%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,12,80.0%,15,11,73.3%,15,14,93.3%,15,10,66.7%,15,10,66.7%,15,12,80.0%,15,10,66.7%,15,8,53.3%
RW6,Pennine Acute Hospitals NHS Trust,36,30,83.3%,36,31,86.1%,36,33,91.7%,36,31,86.1%,36,31,86.1%,36,32,88.9%,36,31,86.1%,36,30,83.3%,36,32,88.9%,36,33,91.7%,36,32,88.9%,36,31,86.1%,36,30,83.3%,36,33,91.7%,36,33,91.7%,36,33,91.7%,36,33,91.7%,36,32,88.9%,36,29,80.6%,36,32,88.9%,36,33,91.7%,36,30,83.3%,36,31,86.1%,35,30,85.7%,36,31,86.1%,36,34,94.4%,36,33,91.7%,36,33,91.7%,36,34,94.4%,36,31,86.1%,36,31,86.1%,36,35,97.2%,36,31,86.1%,36,31,86.1%,36,31,86.1%,36,34,94.4%,36,36,100.0%,36,33,91.7%,36,34,94.4%,36,33,91.7%,36,35,97.2%,36,34,94.4%,36,36,100.0%,36,36,100.0%,36,33,91.7%,36,31,86.1%,37,29,78.4%,36,31,86.1%,36,32,88.9%,36,33,91.7%,36,33,91.7%,36,34,94.4%,36,33,91.7%,36,33,91.7%,36,34,94.4%,36,35,97.2%,36,36,100.0%,36,34,94.4%,36,36,100.0%,36,34,94.4%,36,33,91.7%,38,38,100.0%,38,37,97.4%,38,35,92.1%,37,34,91.9%,37,34,91.9%,36,33,91.7%,37,35,94.6%,38,36,94.7%,37,36,97.3%,36,35,97.2%,36,33,91.7%,36,31,86.1%,36,31,86.1%,36,33,91.7%,36,32,88.9%,36,32,88.9%,36,32,88.9%,36,32,88.9%,37,34,91.9%,36,33,91.7%,37,33,89.2%,36,30,83.3%,36,29,80.6%,36,30,83.3%,36,33,91.7%,37,33,89.2%,36,28,77.8%,36,27,75.0%,36,29,80.6%,36,25,69.4%
RQ6,Royal Liverpool and Broadgreen University Hospitals NHS Trust,37,34,91.9%,37,34,91.9%,37,30,81.1%,37,34,91.9%,37,31,83.8%,37,31,83.8%,37,31,83.8%,37,34,91.9%,37,33,89.2%,37,30,81.1%,37,33,89.2%,37,33,89.2%,37,31,83.8%,37,30,81.1%,37,33,89.2%,37,30,81.1%,37,29,78.4%,37,33,89.2%,37,31,83.8%,37,35,94.6%,37,27,73.0%,37,29,78.4%,37,27,73.0%,37,27,73.0%,37,30,81.1%,37,31,83.8%,37,32,86.5%,37,32,86.5%,37,30,81.1%,37,33,89.2%,37,32,86.5%,37,35,94.6%,37,33,89.2%,37,29,78.4%,37,31,83.8%,37,35,94.6%,37,35,94.6%,37,32,86.5%,37,32,86.5%,37,32,86.5%,37,27,73.0%,37,31,83.8%,37,31,83.8%,37,31,83.8%,37,33,89.2%,37,33,89.2%,37,33,89.2%,37,33,89.2%,37,32,86.5%,37,32,86.5%,37,29,78.4%,37,30,81.1%,37,31,83.8%,37,28,75.7%,37,28,75.7%,37,26,70.3%,37,27,73.0%,37,32,86.5%,37,36,97.3%,37,36,97.3%,37,31,83.8%,37,32,86.5%,37,34,91.9%,37,35,94.6%,37,32,86.5%,37,30,81.1%,37,32,86.5%,37,31,83.8%,37,29,78.4%,37,27,73.0%,37,32,86.5%,37,34,91.9%,37,32,86.5%,37,35,94.6%,37,32,86.5%,37,32,86.5%,37,30,81.1%,37,30,81.1%,37,31,83.8%,37,30,81.1%,37,31,83.8%,37,28,75.7%,37,30,81.1%,37,29,78.4%,37,32,86.5%,37,35,94.6%,37,34,91.9%,37,36,97.3%,37,34,91.9%,37,34,91.9%,37,33,89.2%
